Id,Article Link,Text
11,https://ne.wikipedia.org/wiki/%E0%A4%AC%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%B9%E0%A5%8D%E0%A4%AE%E0%A5%80_%E0%A4%B2%E0%A4%BF%E0%A4%AA%E0%A4%BF,"नेपालमा प्रचलित देवनागरी लिपिको जननी ब्राह्मी लिपि हो। नेपालमा ई.पू. २०० वर्षअघिको लुम्बिनीको अशोक स्तम्भ र कपिलवस्तुको निग्लिहवामा रहेको पुष्पीकरणको अशोकस्तम्भ अभिलेखमा उल्लेखित लिपि ब्राह्मी लिपि हो। नेपालको लागि यो सबैभन्दा प्राचीन, ऐतिहासिक सामग्री र लिपि भएको छ। यसरी नेपालको यो स्तम्भ र लिपिको ऐतिहासिक महत्त्व छ।"
12,https://ne.wikipedia.org/wiki/%E0%A4%B5%E0%A4%B0%E0%A5%8D%E0%A4%A3,एकै स्वर हुने ध्वनिलाईवर्णभनिन्छ। यदि ध्वनिमा स्वर छैन भने वर्ण मानिन्दैन। वर्ण २ प्रकारको हुन्छ। लघुवगुरु वर्ण
13,https://ne.wikipedia.org/wiki/%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%9E%E0%A5%8D%E0%A4%9C%E0%A4%A8%E0%A4%B5%E0%A4%B0%E0%A5%8D%E0%A4%A3,"क, ख, ग, .... य, र, ल, व, श, ष, स,हव्यञ्जनवर्ण हुन्। सामान्य रूपमा क, ख, ग.... लाई व्यञ्जनवर्ण भनिएपनि वास्तविक व्यञ्जनवर्ण चाहिँ क्, ख्, ग्.... आदि हुन्। उच्चारण गर्न सजिलो होस् भनेरवर्णमालामा तिनमा अ स्वर जोडेर राखिएको हुन्छ।"
14,https://ne.wikipedia.org/wiki/%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2,२०२१
15,https://ne.wikipedia.org/wiki/%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A4%E0%A4%95%E0%A4%BE_%E0%A4%86%E0%A4%A7%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A4%BF%E0%A4%95_%E0%A4%B2%E0%A4%BF%E0%A4%AA%E0%A4%BF%E0%A4%B9%E0%A4%B0%E0%A5%82,"भारत गणतन्त्रको२२ आधिकारिक भाषाहरूको आधिकारिक लिपिहरूमाअक्षरात्मक लिपि,वर्णात्मक लिपिरअब्जाद लिपिहरूसमावेश छन्।"
16,https://ne.wikipedia.org/wiki/%E0%A4%AE%E0%A4%B0%E0%A4%BE%E0%A4%A0%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,"मराठीएकआर्य भाषाहो जुन मुख्यतया भारतीय राज्यमहाराष्ट्रमा मराठी मानिसहरूद्वारा बोलिने गरिन्छ। यो महाराष्ट्रको आधिकारिक भाषा हो, रगोवा राज्यमा अतिरिक्त भाषा हो। योभारतको २२ अनुसूचित भाषाहरू मध्ये एक हो। मराठी संसारमा सबैभन्दा धेरै मातृभाषीहरू भएको भाषाहरूको सूचीमा १३औँ स्थानमा छ।हिन्दीरबङ्गालीपछि,भारतमा मातृभाषीहरूको तेस्रो ठुलो सङ्ख्यामामराठी भाषा छ। यस भाषामा सबै आधुनिक भारतीय भाषाहरूको सबैभन्दा पुरानो साहित्यहरू छन्। मराठीका प्रमुख बोलीहरू मानक मराठी रवऱ्हाडी बोलीहुन्। मराठी भाषादेवनागरीलगायतबालबोध, रमोडीलिपिमा पनि लेखिन्छ।"
17,https://ne.wikipedia.org/wiki/%E0%A4%B8%E0%A4%82%E0%A4%B8%E0%A5%8D%E0%A4%95%E0%A5%83%E0%A4%A4,"इरानेली रयुनानी भाषाका परिवारका अधिकांश पुरातन कविताहरू,पुरानो अवेस्तानका गाथाहरू रहोमरका इलियाड विशेष गरी ऋग्वेदका भजनहरूसँग मिल्दोजुल्दो छन्। ऋग्वेदलाई असाधारण जटिलता, कठोरता र निष्ठाको स्मरण गर्ने विधिद्वारा मौखिक रूपमा प्रसारित गरिएको हुनाले, विभिन्न पाठहरू बिना एकल पाठको रूपमा, यसको संरक्षित पुरातन वाक्य रचना र आकृति विज्ञान सामान्य पूर्वज भाषाआदिम भारोपेली भाषाको पुनर्निर्माणमा महत्त्वपूर्ण महत्वको छ। संस्कृत विभिन्नब्राह्मी लिपिहरूमा लेखिएको छ, र आधुनिक युगमा सामान्यतयादेवनागरीमा लेखिएको छ। भारतको सांस्कृतिक सम्पदामा संस्कृतको स्थिति, कार्य र स्थानलाईभारतको आठौँ अनुसूची भाषाहरूको संविधानमा समावेश गरेर मान्यता दिइएको छ। तथापि, पुनरुत्थानको प्रयासको बावजुद, भारतमा संस्कृतको पहिलो भाषा बोल्नेहरू छैनन्। भारतका हालैका प्रत्येक दसवर्षीय जनगणनामा हजारौँ नागरिकले संस्कृतलाई आफ्नो मातृभाषाको रूपमा लिखित गरेका छन्, तर यो सङ्ख्याले भाषाको प्रतिष्ठासँग जोडिने इच्छालाई सङ्केत गर्दछ। परापूर्वकालदेखि नै परम्परागत गुरुकुलमा संस्कृत भाषाको पढाइ हुँदै आएको छ। यो आज माध्यमिक विद्यालय स्तरमा व्यापक रूपमा सिकाइएको छ। सबैभन्दा पुरानो संस्कृत कलेज बनारस संस्कृत कलेज हो जसको स्थापना सन् १७९१ माइस्ट इन्डिया कम्पनीको शासनकालमा भएको थियो। हिन्दु र बौद्ध भजन र मन्त्रहरूमा संस्कृतलाई औपचारिक र कर्मकाण्डी भाषाको रूपमा व्यापक रूपमा प्रयोग गरिएको छ।"
18,https://ne.wikipedia.org/wiki/%E0%A4%B9%E0%A4%BF%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,"आधुनिक मानक हिन्दी, सामान्यतयाहिन्दीभनेर चिनिन्छ, एकआर्य भाषाहो जुन मुख्य रूपमाउत्तरी भारतमा बोलिन्छ, र यसले उत्तरी, मध्य, पूर्वी र पश्चिमीभारतका भागहरू समेट्नेहिन्दी इलाकाक्षेत्रकोसम्पर्क भाषाको रूपमा सेवा गर्दछ। हिन्दीलाईहिन्दुस्तानी भाषाको मानकीकृत रसंस्कृतीकृत दर्ताको रूपमा वर्णन गरिएको छ, जुन आफैँ मुख्य रूपमादिल्लीकोकौरवी बोलीर उत्तर भारतको छिमेकी क्षेत्रहरूमा आधारित छ।देवनागरी लिपिमा लेखिएको हिन्दी,अङ्ग्रेजीसँगैभारत सरकारको दुईआधिकारिक भाषाहरूमध्ये एक हो। यो भाषा९ राज्य र तीन केन्द्र शासित प्रदेशहरूमा आधिकारिक भाषाहो र अन्य तीन राज्यहरूमा थप आधिकारिक भाषा हो। हिन्दी पनिगणतन्त्र भारतको २२ अनुसूचित भाषाहरूमध्ये एक हो। लिपि र औपचारिक शब्दावली बाहेक, मानक हिन्दी मानकउर्दुको साथ पारस्परिक रूपमा सुगम छ, हिन्दुस्तानीको अर्को मान्यता प्राप्त दर्ताको रूपमा दुबैको साझा बोलचाल आधार हो।चिनियाँ,स्पेनीर अङ्ग्रेजी पछि हिन्दी संसारमा चौथो सबैभन्दा धेरै बोलिने पहिलो भाषा हो। यदि पारस्परिक रूपमा बुझ्न सकिने उर्दुसँग सँगै गणना गरियो भने, यो मन्डारिन र अङ्ग्रेजी पछि संसारमा तेस्रो सबैभन्दा धेरै बोलिने भाषा हो। धारा १. सबै व्यक्तिहरू जन्मजात स्वतन्त्र हुन् ती सबैको समान अधिकार र महत्व छ। निजहरूमा विचार शक्ति र सद्विचार भएकोले निजहरूले आपसमा भातृत्वको भावनाबाट व्यवहार गर्नु पर्छ।"
19,https://ne.wikipedia.org/wiki/%E0%A4%85%E0%A4%B5%E0%A4%A7%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,"अंडकोस प्रति प्रति निज रूपा।देखेउँ जिनस अनेक अनूपा॥अवधपुरी प्रति भुअन निनारी।सरजू भिन्न भिन्न नर नारी॥ अण्डकोस प्रति निज रूपा।आउनुहोस् हामी धेरै अद्वितीय प्रजातिहरू हेरौं।अवधपुरी प्रति भुवन निनारी।सरजु, विभिन्न पुरुष र महिला। सिन्धु तीर सुन्दर भूमि हो।उत्सुक, माथि र तल हाम फाल्नुहोस्।रघुवीर बारम्बार।तारकेउ हावाको तनाव बल भारी छ। म तिमीलाई मेरो महान सहर, सधैँ सुन्दर जैसको बारेमा बताउँछु। दिनरात होम जप गर्दै यो संसार पार गरे।"
20,https://ne.wikipedia.org/wiki/%E0%A4%AD%E0%A5%8B%E0%A4%9C%E0%A4%AA%E0%A5%81%E0%A4%B0%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,"भोजपुरी भाषाएकभारोपेली भाषा परिवारअन्तर्गतको बिहारी भाषाहरूमध्ये एक हो। यो भाषानेपालकोतराई,भारतकोबिहाररउत्तर प्रदेशराज्यमा बोलिन्छ। यो भाषाकैथीलिपिमा लेखिन्छ। यो भाषालाई नेपालमा राष्ट्रिय भाषाको रूपमा नेपालको संविधानले मान्यता प्रदान गरेको छ तर भारतमा भने यस प्रकारको मान्यता प्रदान गरिएको छैन।"
21,https://ne.wikipedia.org/wiki/%E0%A4%AC%E0%A5%8D%E0%A4%B0%E0%A4%9C_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,"ब्रज भाषामा  नैं प्रारम्भमाकाव्यको रचना भएको छ। सबै भक्त कविहरूले आफ्नो रचनाहरू यसै भाषामा लेखेक छन् जसमा प्रमुख हुनसूरदास,रहीम,रसखान,केशव,घनानंद,बिहारी,  इत्यादि। हिन्दी चलचित्रहरूका गीतहरूमा  पनि ब्रजका शब्दहरूको  प्रमुखतादेखि प्रयोग गरिएको छ। गङ्गाका पार यसको  प्रचारबदायूँ,बरेलीहुँदैनैनीतालको तराई,उत्तराखण्डकोउधम सिंह नगरजिल्लाहरूसम्म चलिएको छ । उत्तर प्रदेशका अतिरिक्त यस  भाषाको  प्रचारराजस्थानका यी जिल्लाहरूमा  पनि छ जनपदीय जीवनका प्रभावदेखि ब्रज भाषाका धेरै रूप हामीलाई दृष्टिगोचर हुन्छन्। परन्तु केहीदेखि अन्तरका साथ उनमा एकरूपताको स्पष्ट झलक हामीलाई हेर्नेलाई मिल्दछ। उपर्युक्त उदाहरणहरूदेखि स्पष्ट छ कि ब्रज भाषाका सामान्य भविष्यत् काल रूपमा  क्रिया कर्ताका लिंगका अनुसार परिवर्तित हुन्छ, जब कि कन्नौजीमा  एक रूप रहन्छ।"
22,https://ne.wikipedia.org/wiki/%E0%A4%AE%E0%A4%97%E0%A4%B9%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,"मगधीका पूर्वज, मगधी प्राकृत, भारतीय उपमहाद्वीपमा गठित। यो क्षेत्र मगधको प्राचीन साम्राज्यको एउटा हिस्सा थियो, जसको मूलगङ्गा नदीको दक्षिणमा रहेको बिहारको क्षेत्र थियो। हिन्दी भाषालाई प्रसिद्ध बनाउने पहिलो सफलता बिहारमा १८८१ मा भएको थियो, जब हिन्दीले उर्दुलाई प्रान्तको आधिकारिक भाषाको रूपमा विस्थापित गरिदियो। स्वतन्त्रता पछि, बिहार राजभाषा अधिनियम, १९५० को माध्यमले हिन्दीलाई एकमात्र आधिकारिक दर्जा दिइएको थियो।"
23,https://ne.wikipedia.org/wiki/%E0%A4%A8%E0%A4%BE%E0%A4%97%E0%A4%AA%E0%A5%81%E0%A4%B0%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,"यसलाई असमको चिया बारी क्षेत्रमा बगनिया भासा भनिन्छ जुनअसमिया भाषाबाट प्रभावित छ। सन् २०११ को जनगणना अनुसार, यो ५.१ मिलियन मानिसहरूले पहिलो भाषाको रूपमा बोल्छन्। सन् २००७ मा गरिएको अध्ययनको आधारमा लगभग ७ मिलियनले यसलाईदोस्रो भाषाको रूपमा बोल्छन्।"
24,https://ne.wikipedia.org/wiki/%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%A8%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,"राजस्थानी भाषाहरूमुख्यतयाराजस्थान राज्यरभारतकोहरियाणा,गुजरातरमध्य प्रदेशका छेउछाउका क्षेत्रहरूमा बोलिनेआर्य भाषाहरू र बोलीहरूको समूह हो।पाकिस्तानकापन्जाबरसिन्ध प्रान्तहरूमा पनि वक्ताहरू छन्। राजस्थानीनेपालमा पनि थोरै मात्रामा बोलिन्छ जहाँ नेपालकोएघारौँ राष्ट्रिय जनगणना, २०६८अनुसार २५,३९४ मानिसहरूले बोल्छन्। राजस्थानी शब्द पनि प्रायःमारवाडीमा आधारित साहित्यिक भाषालाई जनाउन प्रयोग गरिन्छ, जुन राजस्थान राज्यको लागि मानक भाषाको रूपमा प्रचारित भइरहेको छ। अधिकांश राजस्थानी भाषाहरू मुख्यतयाराजस्थान राज्यमा बोलिन्छन् तरगुजरात,हरियाणारपन्जाबमा पनि बोलिन्छन्। राजस्थानी भाषाहरू पनि पाकिस्तानको पन्जाब प्रान्तकोबहावलपुररमुल्तानक्षेत्रहरूमा र सिन्धको थारपार्कर जिल्लामा बोलिन्छन्। यो क्रमशः बहावलपुर र मुल्तान क्षेत्रहरूमा रियास्ती र सराइकीसँग विलय हुन्छ।"
25,https://ne.wikipedia.org/wiki/%E0%A4%AD%E0%A4%BF%E0%A4%B2%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,"भीली भाषाको आंशिक नमूना
वागडी र बरेली भीली भाषाका प्रमुख बोलिहरु हुन्। भीली शब्द द्रविड मूलको विलासको हो जसको अर्थ हुन्छ धनुष मानिसहरूको जिक्र।"
